Model,Dataset,Porosity,Permeability,Min_Local_Thickness,Mean_Local_Thickness,Max_Local_Thickness,Minkowski_Volume,Minkowski_Surface_Area,Minkowski_Mean_Curvature,Minkowski_Euler_Characteristic,Bias_Error_,Magnitude_Error_,Correlation
Ko et. al (Etapa 0),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321348,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,33.52766799926758,89.09810638427734,0.534906203346015
Ko et. al (Etapa 0),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114022,10.56441163817605,423754.00000000006,14747.492331423804,348.9726461290519,-1.3130282805081366,41.91862106323242,49.248130798339844,0.8655166651192636
Ko et. al (Etapa 0),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114021,10.56441163817605,423754.00000000006,14747.4923314238,348.9726461290517,-1.3130282805081366,35.51670837402344,47.56804275512695,0.8450573080328827
Ko et. al (Etapa 0),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114024,10.56441163817605,423754.00000000006,14747.492331423804,348.9726461290519,-1.3130282805081366,38.69350814819336,46.77065658569336,0.8806740524708516
Ko et. al (Etapa 0),Berea Sinter Gray,0.24727546296296296,471.4261474609375,1.0,6.152128943114022,10.56441163817605,423754.00000000006,14747.4923314238,348.9726461290519,-1.3130282805081366,37.26101303100586,45.85424041748047,0.8763567475174302
Ko et. al (Etapa 0),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,61.60488510131836,123.5379638671875,0.715902426967466
Ko et. al (Etapa 0),Berea Sinter Gray,0.17096238425925925,147.62863159179688,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,54.125553131103516,117.31087493896484,0.6846431404992858
Ko et. al (Etapa 0),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.356017959011982,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,54.51624298095703,119.2389907836914,0.7198432349710369
Ko et. al (Etapa 0),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,51.73611068725586,117.97114562988281,0.6846930816962851
Ko et. al (Etapa 0),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154931,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,24.98875617980957,66.11593627929688,0.6290961983581492
Ko et. al (Etapa 0),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154931,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,35.43144607543945,55.748329162597656,0.7249208882264685
Ko et. al (Etapa 0),Berea Sinter Gray,0.2202795138888889,315.76031494140625,1.0,5.839421309154932,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,25.123432159423828,64.78121948242188,0.6346553790893275
Ko et. al (Etapa 0),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154932,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,35.6256217956543,53.78438949584961,0.7519072060542081
Ko et. al (Etapa 0),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136024,220.09261900872943,2.6956868486189776,412.9046936035156,379.2303161621094,0.3183260304991632
Ko et. al (Etapa 0),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.450640111602844,16.643313937698313,445905.99999999994,12338.075019136022,220.09261900872949,2.6956868486189776,397.75286865234375,364.2718811035156,0.30096761844450726
Ko et. al (Etapa 0),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136024,220.09261900872949,2.6956868486189776,404.6950378417969,343.5520935058594,0.3202557016375883
Ko et. al (Etapa 0),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136022,220.09261900872949,2.6956868486189776,399.35406494140625,341.50335693359375,0.2772343864519332
Ko et. al (Etapa 1),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321346,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,83.95532989501953,77.2535629272461,0.7166996139277837
Ko et. al (Etapa 1),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321346,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,86.95146179199219,77.5982894897461,0.6344108913077144
Ko et. al (Etapa 1),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321345,13.076694972014252,367548.0,13130.318580025378,299.346923630351,2.576320641300056,94.88050842285156,82.37108612060547,0.6763604476383954
Ko et. al (Etapa 1),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321348,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,90.17431640625,80.20257568359375,0.6917600859496577
Ko et. al (Etapa 1),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114022,10.56441163817605,423754.00000000006,14747.492331423804,348.9726461290519,-1.3130282805081366,84.93358612060547,84.9769058227539,0.7601358309649972
Ko et. al (Etapa 1),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114021,10.56441163817605,423754.00000000006,14747.4923314238,348.9726461290517,-1.3130282805081366,84.12931060791016,84.4964828491211,0.7693520481285588
Ko et. al (Etapa 1),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114024,10.56441163817605,423754.00000000006,14747.492331423804,348.9726461290519,-1.3130282805081366,83.21521759033203,83.19033813476562,0.7606236101941996
Ko et. al (Etapa 1),Berea Sinter Gray,0.24727546296296296,471.4261474609375,1.0,6.152128943114022,10.56441163817605,423754.00000000006,14747.4923314238,348.9726461290519,-1.3130282805081366,83.63914489746094,83.09243774414062,0.7762931712480294
Ko et. al (Etapa 1),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,79.25875854492188,72.8133544921875,0.7291757158443593
Ko et. al (Etapa 1),Berea Sinter Gray,0.17096238425925925,147.62863159179688,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,81.27727508544922,73.5598373413086,0.6832976788318479
Ko et. al (Etapa 1),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.356017959011982,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,84.92137145996094,77.4080810546875,0.6786188481001458
Ko et. al (Etapa 1),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,85.25910186767578,75.89408111572266,0.686170065852347
Ko et. al (Etapa 1),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154931,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,81.85768127441406,81.05632019042969,0.7811210602993344
Ko et. al (Etapa 1),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154931,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,83.90857696533203,83.25415802001953,0.7857834999508041
Ko et. al (Etapa 1),Berea Sinter Gray,0.2202795138888889,315.76031494140625,1.0,5.839421309154932,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,83.04146575927734,81.4760971069336,0.7529736969856349
Ko et. al (Etapa 1),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154932,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,81.09831237792969,79.8956298828125,0.7847628143362576
Ko et. al (Etapa 1),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136024,220.09261900872943,2.6956868486189776,19.987529754638672,83.29784393310547,0.42783413442544316
Ko et. al (Etapa 1),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.450640111602844,16.643313937698313,445905.99999999994,12338.075019136022,220.09261900872949,2.6956868486189776,20.435028076171875,84.51400756835938,0.39658583383480234
Ko et. al (Etapa 1),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136024,220.09261900872949,2.6956868486189776,30.834117889404297,85.19448852539062,0.3984416074897766
Ko et. al (Etapa 1),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136022,220.09261900872949,2.6956868486189776,19.71006202697754,88.91809844970703,0.4289924365641844
Ko et. al (Etapa 2),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321346,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,17.357728958129883,42.440155029296875,0.8191711269359455
Ko et. al (Etapa 2),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321346,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,16.45220947265625,37.7297477722168,0.8160454048883682
Ko et. al (Etapa 2),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321345,13.076694972014252,367548.0,13130.318580025378,299.346923630351,2.576320641300056,11.724875450134277,40.09389877319336,0.8254539432206508
Ko et. al (Etapa 2),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321348,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,13.23182487487793,44.812137603759766,0.8247424624531333
Ko et. al (Etapa 2),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114022,10.56441163817605,423754.00000000006,14747.492331423804,348.9726461290519,-1.3130282805081366,52.712764739990234,56.40732955932617,0.7810487098265234
Ko et. al (Etapa 2),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114021,10.56441163817605,423754.00000000006,14747.4923314238,348.9726461290517,-1.3130282805081366,53.932186126708984,57.57159423828125,0.8024342129415886
Ko et. al (Etapa 2),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114024,10.56441163817605,423754.00000000006,14747.492331423804,348.9726461290519,-1.3130282805081366,49.82432556152344,55.45525360107422,0.8612019587860255
Ko et. al (Etapa 2),Berea Sinter Gray,0.24727546296296296,471.4261474609375,1.0,6.152128943114022,10.56441163817605,423754.00000000006,14747.4923314238,348.9726461290519,-1.3130282805081366,52.4790153503418,57.20878219604492,0.8235836467898229
Ko et. al (Etapa 2),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,2.2821950912475586,47.096900939941406,0.8669373286808179
Ko et. al (Etapa 2),Berea Sinter Gray,0.17096238425925925,147.62863159179688,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,0.5134596228599548,54.429569244384766,0.8303111931838395
Ko et. al (Etapa 2),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.356017959011982,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,16.952146530151367,61.65910339355469,0.8055490723171062
Ko et. al (Etapa 2),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,3.7581207752227783,48.40567398071289,0.8311106685066076
Ko et. al (Etapa 2),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154931,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,46.029335021972656,49.761173248291016,0.9210931267636465
Ko et. al (Etapa 2),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154931,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,43.563899993896484,52.351600646972656,0.8758844842628953
Ko et. al (Etapa 2),Berea Sinter Gray,0.2202795138888889,315.76031494140625,1.0,5.839421309154932,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,36.33169937133789,47.38417434692383,0.8803035317652297
Ko et. al (Etapa 2),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154932,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,41.689605712890625,46.29067611694336,0.8889268993349508
Ko et. al (Etapa 2),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136024,220.09261900872943,2.6956868486189776,104.14624786376953,117.22513580322266,0.6188200732697361
Ko et. al (Etapa 2),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.450640111602844,16.643313937698313,445905.99999999994,12338.075019136022,220.09261900872949,2.6956868486189776,137.21006774902344,137.5935516357422,0.5700023903207112
Ko et. al (Etapa 2),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136024,220.09261900872949,2.6956868486189776,136.59140014648438,120.92893981933594,0.5716517049182062
Ko et. al (Etapa 2),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136022,220.09261900872949,2.6956868486189776,125.94876861572266,119.9621810913086,0.5845208271544965
Ko et. al (Etapa 3),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321346,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,11.54832935333252,47.47941970825195,0.7820179501308447
Ko et. al (Etapa 3),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321346,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,18.534616470336914,38.38435363769531,0.8617880778073402
Ko et. al (Etapa 3),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321345,13.076694972014252,367548.0,13130.318580025378,299.346923630351,2.576320641300056,12.802308082580566,37.47688674926758,0.8691004031727805
Ko et. al (Etapa 3),Berea Sinter Gray,0.21372916666666666,145.71746826171875,1.0,6.034211509321348,13.076694972014252,367548.0,13130.318580025381,299.346923630351,2.576320641300056,16.624834060668945,41.809356689453125,0.8302420078983705
Ko et. al (Etapa 3),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114022,10.56441163817605,423754.00000000006,14747.492331423804,348.9726461290519,-1.3130282805081366,50.07256317138672,54.62902069091797,0.8356690981344779
Ko et. al (Etapa 3),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114021,10.56441163817605,423754.00000000006,14747.4923314238,348.9726461290517,-1.3130282805081366,51.55284118652344,56.99104690551758,0.8690613025944982
Ko et. al (Etapa 3),Berea Sinter Gray,0.24727546296296296,471.42608642578125,1.0,6.152128943114024,10.56441163817605,423754.00000000006,14747.492331423804,348.9726461290519,-1.3130282805081366,51.266990661621094,55.09640884399414,0.8938458960811344
Ko et. al (Etapa 3),Berea Sinter Gray,0.24727546296296296,471.4261474609375,1.0,6.152128943114022,10.56441163817605,423754.00000000006,14747.4923314238,348.9726461290519,-1.3130282805081366,49.783443450927734,54.47779083251953,0.850255577474512
Ko et. al (Etapa 3),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,10.75558090209961,55.22944641113281,0.8007769071756334
Ko et. al (Etapa 3),Berea Sinter Gray,0.17096238425925925,147.62863159179688,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,13.930642127990723,55.175899505615234,0.8083895469770628
Ko et. al (Etapa 3),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.356017959011982,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,10.180310249328613,49.22636032104492,0.8353915108313534
Ko et. al (Etapa 3),Berea Sinter Gray,0.17096238425925925,147.62864685058594,1.0,6.3560179590119805,12.814906820871572,292406.0,11282.027478169071,372.7345560153072,9.797976184094807,0.6130159497261047,50.56393814086914,0.8120026463617954
Ko et. al (Etapa 3),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154931,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,49.17554473876953,53.53363037109375,0.9344060055810879
Ko et. al (Etapa 3),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154931,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,47.891685485839844,51.44444274902344,0.929322730389206
Ko et. al (Etapa 3),Berea Sinter Gray,0.2202795138888889,315.76031494140625,1.0,5.839421309154932,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,46.55052185058594,50.08328628540039,0.9351558356923603
Ko et. al (Etapa 3),Berea Sinter Gray,0.2202795138888889,315.7602844238281,1.0,5.839421309154932,11.224970376747754,377924.0,13714.356327329218,313.3797520328093,1.0245599461540762,49.75625228881836,54.105682373046875,0.9337153421395076
Ko et. al (Etapa 3),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136024,220.09261900872943,2.6956868486189776,62.698062896728516,85.83524322509766,0.6940196697220073
Ko et. al (Etapa 3),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.450640111602844,16.643313937698313,445905.99999999994,12338.075019136022,220.09261900872949,2.6956868486189776,89.39724731445312,105.968505859375,0.6994841611149174
Ko et. al (Etapa 3),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136024,220.09261900872949,2.6956868486189776,89.74595642089844,101.33863067626953,0.6518741415251709
Ko et. al (Etapa 3),Berea Sinter Gray,0.26019791666666664,276.2769470214844,1.0,8.45064011160284,16.643313937698313,445905.99999999994,12338.075019136022,220.09261900872949,2.6956868486189776,76.36933898925781,98.45645141601562,0.6311631352738123
Ko et. al (Etapa 0),Berea Sinter Gray,0.22227488425925926,85.61690521240234,1.0,6.86384316047597,15.006515897782995,379366.0,12909.20109281321,333.3917925737638,-1.6313381666919275,899.3427734375,1025.808837890625,0.4595336955785387
Ko et. al (Etapa 0),Berea Sinter Gray,0.22227488425925926,85.61690521240234,1.0,6.863843160475969,15.006515897782995,379366.0,12909.20109281321,333.3917925737638,-1.6313381666919275,881.8233642578125,1030.100341796875,0.4531436949455349
Ko et. al (Etapa 0),Berea Sinter Gray,0.22227488425925926,85.61690521240234,1.0,6.863843160475967,15.006515897782995,379366.0,12909.20109281321,333.39179257376384,-1.6313381666919275,877.1740112304688,1022.1988525390625,0.46298516404294604
Ko et. al (Etapa 0),Berea Sinter Gray,0.22227488425925926,85.61690521240234,1.0,6.86384316047597,15.006515897782995,379366.0,12909.201092813208,333.3917925737638,-1.6313381666919275,863.7532958984375,988.5596313476562,0.4681653620937746
Ko et. al (Etapa 0),Berea Sinter Gray,0.20059027777777777,10.227599143981934,1.0,5.449667609967012,9.5097124436397,343275.0,13039.299084853876,301.607985951128,-0.3183098861837907,893.9595336914062,1260.771728515625,0.1948464396500381
Ko et. al (Etapa 0),Berea Sinter Gray,0.20059027777777777,10.227599143981934,1.0,5.449667609967012,9.5097124436397,343275.0,13039.299084853876,301.60798595112806,-0.3183098861837907,981.1472778320312,1383.589111328125,0.20065057979469156
Ko et. al (Etapa 0),Berea Sinter Gray,0.20059027777777777,10.227599143981934,1.0,5.449667609967013,9.5097124436397,343275.0,13039.299084853876,301.60798595112806,-0.3183098861837907,866.8709716796875,1220.0718994140625,0.20850939126331133
Ko et. al (Etapa 0),Berea Sinter Gray,0.20059027777777777,10.227599143981934,1.0,5.449667609967012,9.5097124436397,343275.0,13039.299084853876,301.60798595112794,-0.3183098861837907,989.2326049804688,1376.95751953125,0.20643193099685608
Ko et. al (Etapa 0),Berea Sinter Gray,0.28450578703703705,772.8701782226562,1.0,7.630816131588363,17.14642781666828,487681.0,15122.98595515051,286.0430839773265,-4.615493349664965,56.43939971923828,82.19043731689453,0.8931631492030624
Ko et. al (Etapa 0),Berea Sinter Gray,0.28450578703703705,772.8699951171875,1.0,7.630816131588362,17.14642781666828,487681.0,15122.98595515051,286.04308397732655,-4.615493349664965,56.185909271240234,86.08699798583984,0.8793986766477614
Ko et. al (Etapa 0),Berea Sinter Gray,0.28450578703703705,772.8699951171875,1.0,7.630816131588363,17.14642781666828,487681.0,15122.98595515051,286.04308397732655,-4.615493349664965,57.04328536987305,82.5709228515625,0.8898053778692334
Ko et. al (Etapa 0),Berea Sinter Gray,0.28450578703703705,772.8699951171875,1.0,7.630816131588364,17.14642781666828,487681.0,15122.98595515051,286.04308397732643,-4.615493349664965,57.5101432800293,85.04363250732422,0.890149874965411
Ko et. al (Etapa 0),Berea Sinter Gray,0.2771163194444444,782.777099609375,1.0,7.780465683168381,18.841443773824086,474750.0,13461.007460043016,210.47005419131924,5.590317376102824,132.4634246826172,147.0611114501953,0.7209305886923427
Ko et. al (Etapa 0),Berea Sinter Gray,0.2771163194444444,782.777099609375,1.0,7.780465683168379,18.841443773824086,474750.0,13461.007460043016,210.47005419131918,5.590317376102824,125.46666717529297,140.0523223876953,0.7192307949270087
Ko et. al (Etapa 0),Berea Sinter Gray,0.2771163194444444,782.777099609375,1.0,7.78046568316838,18.841443773824086,474750.0,13461.007460043018,210.47005419131924,5.590317376102824,132.42123413085938,143.09600830078125,0.7408044852014668
Ko et. al (Etapa 0),Berea Sinter Gray,0.2771163194444444,782.777099609375,1.0,7.780465683168378,18.841443773824086,474750.0,13461.007460043018,210.47005419131918,5.590317376102824,123.89094543457031,141.39407348632812,0.7274945387384196
Ko et. al (Etapa 0),Berea Sinter Gray,0.24476273148148148,374.3556213378906,1.0,6.94133587787181,17.14642781666828,419622.0,14325.15909226629,332.8934391848521,0.3183098861837907,110.76993560791016,120.89854431152344,0.6389640375631949
Ko et. al (Etapa 0),Berea Sinter Gray,0.24476273148148148,374.355712890625,1.0,6.9413358778718095,17.14642781666828,419622.0,14325.15909226629,332.89343918485224,0.3183098861837907,107.63707733154297,112.83917236328125,0.6508105546901591
Ko et. al (Etapa 0),Berea Sinter Gray,0.24476273148148148,374.355712890625,1.0,6.941335877871811,17.14642781666828,419622.0,14325.159092266289,332.89343918485224,0.3183098861837907,119.00674438476562,127.24488830566406,0.6392886750352913
Ko et. al (Etapa 0),Berea Sinter Gray,0.24476273148148148,374.355712890625,1.0,6.941335877871809,17.14642781666828,419622.0,14325.159092266294,332.89343918485224,0.3183098861837907,107.53221130371094,120.85587310791016,0.645447553023212
Ko et. al (Etapa 1),Berea Sinter Gray,0.22227488425925926,85.61690521240234,1.0,6.86384316047597,15.006515897782995,379366.0,12909.20109281321,333.3917925737638,-1.6313381666919275,31.04993438720703,117.4844970703125,0.48674009290228926
Ko et. al (Etapa 1),Berea Sinter Gray,0.22227488425925926,85.61690521240234,1.0,6.863843160475969,15.006515897782995,379366.0,12909.20109281321,333.3917925737638,-1.6313381666919275,63.17885971069336,137.02467346191406,0.5247448433633298
Ko et. al (Etapa 1),Berea Sinter Gray,0.22227488425925926,85.61690521240234,1.0,6.863843160475967,15.006515897782995,379366.0,12909.20109281321,333.39179257376384,-1.6313381666919275,56.73333740234375,127.15411376953125,0.5178444404144464
Ko et. al (Etapa 1),Berea Sinter Gray,0.22227488425925926,85.61690521240234,1.0,6.86384316047597,15.006515897782995,379366.0,12909.201092813208,333.3917925737638,-1.6313381666919275,34.01886749267578,110.7992935180664,0.5464025557389669
Ko et. al (Etapa 1),Berea Sinter Gray,0.20059027777777777,10.227599143981934,1.0,5.449667609967012,9.5097124436397,343275.0,13039.299084853876,301.607985951128,-0.3183098861837907,90.06244659423828,225.86573791503906,0.12933963595100645
Ko et. al (Etapa 1),Berea Sinter Gray,0.20059027777777777,10.227599143981934,1.0,5.449667609967012,9.5097124436397,343275.0,13039.299084853876,301.60798595112806,-0.3183098861837907,122.64405822753906,250.98385620117188,0.16603736193830176
Ko et. al (Etapa 1),Berea Sinter Gray,0.20059027777777777,10.227599143981934,1.0,5.449667609967013,9.5097124436397,343275.0,13039.299084853876,301.60798595112806,-0.3183098861837907,128.20848083496094,256.84832763671875,0.13051089278958802
Ko et. al (Etapa 1),Berea Sinter Gray,0.20059027777777777,10.227599143981934,1.0,5.449667609967012,9.5097124436397,343275.0,13039.299084853876,301.60798595112794,-0.3183098861837907,198.41587829589844,323.887451171875,0.15568883761026575
Ko et. al (Etapa 1),Berea Sinter Gray,0.28450578703703705,772.8701782226562,1.0,7.630816131588363,17.14642781666828,487681.0,15122.98595515051,286.0430839773265,-4.615493349664965,29.189865112304688,35.38121795654297,0.9309671061595566
Ko et. al (Etapa 1),Berea Sinter Gray,0.28450578703703705,772.8699951171875,1.0,7.630816131588362,17.14642781666828,487681.0,15122.98595515051,286.04308397732655,-4.615493349664965,44.48660659790039,47.96063232421875,0.943597480853955
Ko et. al (Etapa 1),Berea Sinter Gray,0.28450578703703705,772.8699951171875,1.0,7.630816131588363,17.14642781666828,487681.0,15122.98595515051,286.04308397732655,-4.615493349664965,38.24203872680664,41.17739486694336,0.9521340849774637
Ko et. al (Etapa 1),Berea Sinter Gray,0.28450578703703705,772.8699951171875,1.0,7.630816131588364,17.14642781666828,487681.0,15122.98595515051,286.04308397732643,-4.615493349664965,41.93790817260742,46.55174255371094,0.9277433708180198
Ko et. al (Etapa 1),Berea Sinter Gray,0.2771163194444444,782.777099609375,1.0,7.780465683168381,18.841443773824086,474750.0,13461.007460043016,210.47005419131924,5.590317376102824,5.628134727478027,36.02366256713867,0.8714284701072765
Ko et. al (Etapa 1),Berea Sinter Gray,0.2771163194444444,782.777099609375,1.0,7.780465683168379,18.841443773824086,474750.0,13461.007460043016,210.47005419131918,5.590317376102824,10.849360466003418,36.368648529052734,0.8753656350226205
Ko et. al (Etapa 1),Berea Sinter Gray,0.2771163194444444,782.777099609375,1.0,7.78046568316838,18.841443773824086,474750.0,13461.007460043018,210.47005419131924,5.590317376102824,5.920205116271973,36.20115661621094,0.8970045028681612
Ko et. al (Etapa 1),Berea Sinter Gray,0.2771163194444444,782.777099609375,1.0,7.780465683168378,18.841443773824086,474750.0,13461.007460043018,210.47005419131918,5.590317376102824,5.763221740722656,44.25079345703125,0.8904940921500903
Ko et. al (Etapa 1),Berea Sinter Gray,0.24476273148148148,374.3556213378906,1.0,6.94133587787181,17.14642781666828,419622.0,14325.15909226629,332.8934391848521,0.3183098861837907,48.207008361816406,47.07236099243164,0.8630756123021432
Ko et. al (Etapa 1),Berea Sinter Gray,0.24476273148148148,374.355712890625,1.0,6.9413358778718095,17.14642781666828,419622.0,14325.15909226629,332.89343918485224,0.3183098861837907,49.63356018066406,45.64236068725586,0.8347287739037357
Ko et. al (Etapa 1),Berea Sinter Gray,0.24476273148148148,374.355712890625,1.0,6.941335877871811,17.14642781666828,419622.0,14325.159092266289,332.89343918485224,0.3183098861837907,55.02067184448242,50.426971435546875,0.8561213704519887
Ko et. al (Etapa 1),Berea Sinter Gray,0.24476273148148148,374.355712890625,1.0,6.941335877871809,17.14642781666828,419622.0,14325.159092266294,332.89343918485224,0.3183098861837907,54.672386169433594,52.63376998901367,0.8560577819565677
